city,cityId,city2,city2Id,routeId
Adak,1,Anchorage,3,13
Adak,1,Seattle,108,1108
Albuquerque,2,Anchorage,3,23
Albuquerque,2,Portland,89,289
Albuquerque,2,San Francisco,102,2102
Albuquerque,2,Santa Ana,105,2105
Albuquerque,2,Seattle,108,2108
Anchorage,3,Adak,1,31
Anchorage,3,Albuquerque,2,32
Anchorage,3,Atlanta,4,34
Anchorage,3,Austin,5,35
Anchorage,3,Baltimore,6,36
Anchorage,3,Barrow,7,37
Anchorage,3,Bethel,10,310
Anchorage,3,Boise,12,312
Anchorage,3,Boston,13,313
Anchorage,3,Bozeman,14,314
Anchorage,3,Chicago,19,319
Anchorage,3,Columbus,22,322
Anchorage,3,Cordova,23,323
Anchorage,3,Dallas,24,324
Anchorage,3,Denver,25,325
Anchorage,3,Detroit,26,326
Anchorage,3,Dillingham,27,327
Anchorage,3,Dutch Harbor,28,328
Anchorage,3,Everett,32,332
Anchorage,3,Fairbanks,33,333
Anchorage,3,Fort Lauderdale,34,334
Anchorage,3,Honolulu,42,342
Anchorage,3,Houston,43,343
Anchorage,3,Indianapolis,45,345
Anchorage,3,Juneau,48,348
Anchorage,3,Kansas City,50,350
Anchorage,3,Ketchikan,52,352
Anchorage,3,King Salmon,53,353
Anchorage,3,Kodiak,54,354
Anchorage,3,Kona,55,355
Anchorage,3,Kotzebue,56,356
Anchorage,3,Las Vegas,58,358
Anchorage,3,Los Angeles,62,362
Anchorage,3,Maui,63,363
Anchorage,3,Minneapolis,68,368
Anchorage,3,Nashville,72,372
Anchorage,3,New Orleans,74,374
Anchorage,3,New York,75,375
Anchorage,3,Newark,76,376
Anchorage,3,Nome,77,377
Anchorage,3,Oakland,78,378
Anchorage,3,Oklahoma City,79,379
Anchorage,3,Omaha,80,380
Anchorage,3,Ontario,81,381
Anchorage,3,Orlando,82,382
Anchorage,3,Palm Springs,83,383
Anchorage,3,Philadelphia,86,386
Anchorage,3,Phoenix,87,387
Anchorage,3,Pittsburgh,88,388
Anchorage,3,Portland,89,389
Anchorage,3,Prudhoe Bay,90,390
Anchorage,3,Redding,94,394
Anchorage,3,Reno,96,396
Anchorage,3,Sacramento,97,397
Anchorage,3,Saint Louis,98,398
Anchorage,3,Salt Lake City,99,399
Anchorage,3,San Antonio,100,3100
Anchorage,3,San Diego,101,3101
Anchorage,3,San Francisco,102,3102
Anchorage,3,San Jose,103,3103
Anchorage,3,San Luis Obispo,104,3104
Anchorage,3,Santa Ana,105,3105
Anchorage,3,Santa Rosa,107,3107
Anchorage,3,Seattle,108,3108
Anchorage,3,Sitka,109,3109
Anchorage,3,Spokane,110,3110
Anchorage,3,Tampa,113,3113
Anchorage,3,Washington D.C.,121,3121
Atlanta,4,Anchorage,3,43
Atlanta,4,Bellingham,9,49
Atlanta,4,Charleston,18,418
Atlanta,4,Fairbanks,33,433
Atlanta,4,Fresno,36,436
Atlanta,4,Kona,55,455
Atlanta,4,Los Angeles,62,462
Atlanta,4,Maui,63,463
Atlanta,4,Portland,89,489
Atlanta,4,San Diego,101,4101
Atlanta,4,Seattle,108,4108
Atlanta,4,Vancouver,118,4118
Austin,5,Anchorage,3,53
Austin,5,Boise,12,512
Austin,5,Los Angeles,62,562
Austin,5,Palm Springs,83,583
Austin,5,Portland,89,589
Austin,5,Redding,94,594
Austin,5,San Diego,101,5101
Austin,5,San Francisco,102,5102
Austin,5,San Jose,103,5103
Austin,5,Seattle,108,5108
Baltimore,6,Anchorage,3,63
Baltimore,6,Eugene,31,631
Baltimore,6,Honolulu,42,642
Baltimore,6,Los Angeles,62,662
Baltimore,6,Pasco,84,684
Baltimore,6,Pittsburgh,88,688
Baltimore,6,Portland,89,689
Baltimore,6,San Francisco,102,6102
Baltimore,6,Seattle,108,6108
Barrow,7,Anchorage,3,73
Barrow,7,Bozeman,14,714
Barrow,7,Fairbanks,33,733
Barrow,7,Ontario,81,781
Barrow,7,Prudhoe Bay,90,790
Barrow,7,Redding,94,794
Barrow,7,Reno,96,796
Barrow,7,Sacramento,97,797
Barrow,7,Santa Rosa,107,7107
Belize City,8,Los Angeles,62,862
Belize City,8,Seattle,108,8108
Bellingham,9,Anchorage,3,93
Bellingham,9,Austin,5,95
Bellingham,9,Bozeman,14,914
Bellingham,9,Columbus,22,922
Bellingham,9,Denver,25,925
Bellingham,9,Detroit,26,926
Bellingham,9,Honolulu,42,942
Bellingham,9,Kona,55,955
Bellingham,9,Las Vegas,58,958
Bellingham,9,Lihue,60,960
Bellingham,9,Maui,63,963
Bellingham,9,Oakland,78,978
Bellingham,9,Pasco,84,984
Bellingham,9,Pittsburgh,88,988
Bellingham,9,Portland,89,989
Bellingham,9,Reno,96,996
Bellingham,9,Sacramento,97,997
Bellingham,9,Saint Louis,98,998
Bellingham,9,San Diego,101,9101
Bellingham,9,San Jose,103,9103
Bellingham,9,Santa Ana,105,9105
Bellingham,9,Seattle,108,9108
Bethel,10,Anchorage,3,103
Bethel,10,Bozeman,14,1014
Bethel,10,Ontario,81,1081
Bethel,10,Redding,94,1094
Bethel,10,Reno,96,1096
Bethel,10,Sacramento,97,1097
Bethel,10,Santa Rosa,107,10107
Bethel,10,Seattle,108,10108
Billings,11,Portland,89,1189
Billings,11,Seattle,108,11108
Boise,12,Anchorage,3,123
Boise,12,Austin,5,125
Boise,12,Bozeman,14,1214
Boise,12,Burbank,15,1215
Boise,12,Chicago,19,1219
Boise,12,Columbus,22,1222
Boise,12,Dallas,24,1224
Boise,12,Everett,32,1232
Boise,12,Fresno,36,1236
Boise,12,Honolulu,42,1242
Boise,12,Idaho Falls,44,1244
Boise,12,Kona,55,1255
Boise,12,Las Vegas,58,1258
Boise,12,Lihue,60,1260
Boise,12,Los Angeles,62,1262
Boise,12,Maui,63,1263
Boise,12,Medford,65,1265
Boise,12,Orlando,82,1282
Boise,12,Palm Springs,83,1283
Boise,12,Phoenix,87,1287
Boise,12,Pittsburgh,88,1288
Boise,12,Portland,89,1289
Boise,12,Pullman,92,1292
Boise,12,Reno,96,1296
Boise,12,Sacramento,97,1297
Boise,12,Salt Lake City,99,1299
Boise,12,San Diego,101,12101
Boise,12,San Francisco,102,12102
Boise,12,San Jose,103,12103
Boise,12,San Luis Obispo,104,12104
Boise,12,Santa Ana,105,12105
Boise,12,Seattle,108,12108
Boise,12,Spokane,110,12110
Boise,12,Vancouver,118,12118
Boston,13,Anchorage,3,133
Boston,13,Fairbanks,33,1333
Boston,13,Los Angeles,62,1362
Boston,13,Portland,89,1389
Boston,13,San Diego,101,13101
Boston,13,San Francisco,102,13102
Boston,13,San Luis Obispo,104,13104
Boston,13,Seattle,108,13108
Boston,13,Spokane,110,13110
Bozeman,14,Anchorage,3,143
Bozeman,14,Barrow,7,147
Bozeman,14,Bethel,10,1410
Bozeman,14,Boise,12,1412
Bozeman,14,Cordova,23,1423
Bozeman,14,Dillingham,27,1427
Bozeman,14,Fairbanks,33,1433
Bozeman,14,Houston,43,1443
Bozeman,14,Juneau,48,1448
Bozeman,14,Ketchikan,52,1452
Bozeman,14,King Salmon,53,1453
Bozeman,14,Kodiak,54,1454
Bozeman,14,Kotzebue,56,1456
Bozeman,14,Los Angeles,62,1462
Bozeman,14,Nome,77,1477
Bozeman,14,Petersburg,85,1485
Bozeman,14,Portland,89,1489
Bozeman,14,Redding,94,1494
Bozeman,14,San Diego,101,14101
Bozeman,14,San Francisco,102,14102
Bozeman,14,San Luis Obispo,104,14104
Bozeman,14,Santa Ana,105,14105
Bozeman,14,Seattle,108,14108
Bozeman,14,Sitka,109,14109
Bozeman,14,Wrangell,124,14124
Bozeman,14,Yakutat,126,14126
Burbank,15,Boise,12,1512
Burbank,15,Pasco,84,1584
Burbank,15,Portland,89,1589
Burbank,15,San Francisco,102,15102
Burbank,15,San Jose,103,15103
Burbank,15,Santa Rosa,107,15107
Burbank,15,Seattle,108,15108
Burbank,15,Spokane,110,15110
Cabo San Lucas,16,Las Vegas,58,1658
Cancun,17,Kansas City,50,1750
Cancun,17,San Francisco,102,17102
Charleston,18,Atlanta,4,184
Charleston,18,Portland,89,1889
Charleston,18,Seattle,108,18108
Chicago,19,Anchorage,3,193
Chicago,19,Boise,12,1912
Chicago,19,Fairbanks,33,1933
Chicago,19,Honolulu,42,1942
Chicago,19,Los Angeles,62,1962
Chicago,19,Maui,63,1963
Chicago,19,Portland,89,1989
Chicago,19,San Francisco,102,19102
Chicago,19,San Luis Obispo,104,19104
Chicago,19,Seattle,108,19108
Chicago,19,Spokane,110,19110
Chicago,19,Vancouver,118,19118
Cincinnati,20,Seattle,108,20108
Cleveland,21,Seattle,108,21108
Columbus,22,Anchorage,3,223
Columbus,22,Bellingham,9,229
Columbus,22,Boise,12,2212
Columbus,22,Fairbanks,33,2233
Columbus,22,Los Angeles,62,2262
Columbus,22,Medford,65,2265
Columbus,22,Portland,89,2289
Columbus,22,Redmond,95,2295
Columbus,22,San Francisco,102,22102
Columbus,22,Seattle,108,22108
Columbus,22,Spokane,110,22110
Cordova,23,Anchorage,3,233
Cordova,23,Bozeman,14,2314
Cordova,23,Ontario,81,2381
Cordova,23,Redding,94,2394
Cordova,23,Reno,96,2396
Cordova,23,Sacramento,97,2397
Cordova,23,Santa Rosa,107,23107
Cordova,23,Seattle,108,23108
Cordova,23,Yakutat,126,23126
Dallas,24,Anchorage,3,243
Dallas,24,Boise,12,2412
Dallas,24,Chicago,19,2419
Dallas,24,Denver,25,2425
Dallas,24,Fairbanks,33,2433
Dallas,24,Honolulu,42,2442
Dallas,24,Kalispell,49,2449
Dallas,24,Las Vegas,58,2458
Dallas,24,Los Angeles,62,2462
Dallas,24,Maui,63,2463
Dallas,24,New Orleans,74,2474
Dallas,24,Portland,89,2489
Dallas,24,Redding,94,2494
Dallas,24,San Diego,101,24101
Dallas,24,San Francisco,102,24102
Dallas,24,San Jose,103,24103
Dallas,24,San Luis Obispo,104,24104
Dallas,24,Seattle,108,24108
Dallas,24,Spokane,110,24110
Dallas,24,Vancouver,118,24118
Denver,25,Anchorage,3,253
Denver,25,Fairbanks,33,2533
Denver,25,Honolulu,42,2542
Denver,25,Juneau,48,2548
Denver,25,Ketchikan,52,2552
Denver,25,Maui,63,2563
Denver,25,Philadelphia,86,2586
Denver,25,Phoenix,87,2587
Denver,25,Portland,89,2589
Denver,25,Redding,94,2594
Denver,25,San Francisco,102,25102
Denver,25,Seattle,108,25108
Denver,25,Sitka,109,25109
Detroit,26,Anchorage,3,263
Detroit,26,Portland,89,2689
Detroit,26,Seattle,108,26108
Dillingham,27,Anchorage,3,273
Dillingham,27,Bozeman,14,2714
Dillingham,27,King Salmon,53,2753
Dillingham,27,Ontario,81,2781
Dillingham,27,Redding,94,2794
Dillingham,27,Reno,96,2796
Dillingham,27,Sacramento,97,2797
Dillingham,27,Santa Rosa,107,27107
Dillingham,27,Seattle,108,27108
Dutch Harbor,28,Anchorage,3,283
Edmonton,29,Seattle,108,29108
El Paso,30,Seattle,108,30108
Eugene,31,Anchorage,3,313
Eugene,31,Burbank,15,3115
Eugene,31,Honolulu,42,3142
Eugene,31,Kona,55,3155
Eugene,31,Lihue,60,3160
Eugene,31,Los Angeles,62,3162
Eugene,31,Maui,63,3163
Eugene,31,Ontario,81,3181
Eugene,31,Phoenix,87,3187
Eugene,31,Portland,89,3189
Eugene,31,Reno,96,3196
Eugene,31,San Diego,101,31101
Eugene,31,San Jose,103,31103
Eugene,31,San Luis Obispo,104,31104
Eugene,31,Santa Ana,105,31105
Eugene,31,Seattle,108,31108
Eugene,31,Spokane,110,31110
Everett,32,Anchorage,3,323
Everett,32,Boise,12,3212
Everett,32,Honolulu,42,3242
Everett,32,Las Vegas,58,3258
Everett,32,Los Angeles,62,3262
Everett,32,Palm Springs,83,3283
Everett,32,Phoenix,87,3287
Everett,32,Portland,89,3289
Everett,32,San Diego,101,32101
Everett,32,San Francisco,102,32102
Everett,32,San Jose,103,32103
Everett,32,Santa Ana,105,32105
Everett,32,Tucson,116,32116
Fairbanks,33,Anchorage,3,333
Fairbanks,33,Atlanta,4,334
Fairbanks,33,Baltimore,6,336
Fairbanks,33,Barrow,7,337
Fairbanks,33,Boston,13,3313
Fairbanks,33,Bozeman,14,3314
Fairbanks,33,Chicago,19,3319
Fairbanks,33,Columbus,22,3322
Fairbanks,33,Dallas,24,3324
Fairbanks,33,Denver,25,3325
Fairbanks,33,Honolulu,42,3342
Fairbanks,33,Houston,43,3343
Fairbanks,33,Juneau,48,3348
Fairbanks,33,Las Vegas,58,3358
Fairbanks,33,Los Angeles,62,3362
Fairbanks,33,Medford,65,3365
Fairbanks,33,Minneapolis,68,3368
Fairbanks,33,New Orleans,74,3374
Fairbanks,33,New York,75,3375
Fairbanks,33,Ontario,81,3381
Fairbanks,33,Phoenix,87,3387
Fairbanks,33,Pittsburgh,88,3388
Fairbanks,33,Portland,89,3389
Fairbanks,33,Prudhoe Bay,90,3390
Fairbanks,33,Redding,94,3394
Fairbanks,33,Reno,96,3396
Fairbanks,33,Sacramento,97,3397
Fairbanks,33,Salt Lake City,99,3399
Fairbanks,33,Santa Rosa,107,33107
Fairbanks,33,Seattle,108,33108
Fort Lauderdale,34,Anchorage,3,343
Fort Lauderdale,34,Los Angeles,62,3462
Fort Lauderdale,34,Portland,89,3489
Fort Lauderdale,34,San Diego,101,34101
Fort Lauderdale,34,San Francisco,102,34102
Fort Lauderdale,34,Seattle,108,34108
Fort Myers,35,Los Angeles,62,3562
Fort Myers,35,Seattle,108,35108
Fresno,36,Anchorage,3,363
Fresno,36,Boise,12,3612
Fresno,36,Guadalajara,38,3638
Fresno,36,Honolulu,42,3642
Fresno,36,Los Angeles,62,3662
Fresno,36,Portland,89,3689
Fresno,36,Puerto Vallarta,91,3691
Fresno,36,San Diego,101,36101
Fresno,36,Seattle,108,36108
Fresno,36,Spokane,110,36110
Great Falls,37,Seattle,108,37108
Guadalajara,38,Fresno,36,3836
Guatemala City,39,Los Angeles,62,3962
Gustavus,40,Juneau,48,4048
Helena,41,Seattle,108,41108
Honolulu,42,Anchorage,3,423
Honolulu,42,Baltimore,6,426
Honolulu,42,Bellingham,9,429
Honolulu,42,Boise,12,4212
Honolulu,42,Chicago,19,4219
Honolulu,42,Dallas,24,4224
Honolulu,42,Denver,25,4225
Honolulu,42,Eugene,31,4231
Honolulu,42,Everett,32,4232
Honolulu,42,Los Angeles,62,4262
Honolulu,42,Medford,65,4265
Honolulu,42,Minneapolis,68,4268
Honolulu,42,Oakland,78,4278
Honolulu,42,Pasco,84,4284
Honolulu,42,Pittsburgh,88,4288
Honolulu,42,Portland,89,4289
Honolulu,42,Pullman,92,4292
Honolulu,42,Redding,94,4294
Honolulu,42,Redmond,95,4295
Honolulu,42,Salt Lake City,99,4299
Honolulu,42,San Diego,101,42101
Honolulu,42,San Francisco,102,42102
Honolulu,42,San Jose,103,42103
Honolulu,42,San Luis Obispo,104,42104
Honolulu,42,Seattle,108,42108
Honolulu,42,Spokane,110,42110
Honolulu,42,Vancouver,118,42118
Honolulu,42,Wenatchee,122,42122
Honolulu,42,Yakima,125,42125
Houston,43,Anchorage,3,433
Houston,43,Belize City,8,438
Houston,43,Bozeman,14,4314
Houston,43,Chicago,19,4319
Houston,43,Fairbanks,33,4333
Houston,43,Los Angeles,62,4362
Houston,43,Oakland,78,4378
Houston,43,Ontario,81,4381
Houston,43,Portland,89,4389
Houston,43,San Francisco,102,43102
Houston,43,Santa Ana,105,43105
Houston,43,Seattle,108,43108
Houston,43,Spokane,110,43110
Houston,43,Victoria,119,43119
Idaho Falls,44,Boise,12,4412
Idaho Falls,44,Seattle,108,44108
Indianapolis,45,Anchorage,3,453
Indianapolis,45,Portland,89,4589
Indianapolis,45,Saint Louis,98,4598
Indianapolis,45,Seattle,108,45108
Ixtapa-Zihuatanejo,46,San Francisco,102,46102
Jackson,47,San Diego,101,47101
Jackson,47,San Francisco,102,47102
Jackson,47,San Jose,103,47103
Jackson,47,Seattle,108,47108
Juneau,48,Anchorage,3,483
Juneau,48,Bozeman,14,4814
Juneau,48,Denver,25,4825
Juneau,48,Fairbanks,33,4833
Juneau,48,Gustavus,40,4840
Juneau,48,Ketchikan,52,4852
Juneau,48,Ontario,81,4881
Juneau,48,Petersburg,85,4885
Juneau,48,Portland,89,4889
Juneau,48,Redding,94,4894
Juneau,48,Reno,96,4896
Juneau,48,Sacramento,97,4897
Juneau,48,Salt Lake City,99,4899
Juneau,48,Santa Rosa,107,48107
Juneau,48,Seattle,108,48108
Juneau,48,Sitka,109,48109
Juneau,48,Spokane,110,48110
Juneau,48,Yakutat,126,48126
Kalispell,49,Los Angeles,62,4962
Kalispell,49,Portland,89,4989
Kalispell,49,Raleigh,93,4993
Kalispell,49,San Diego,101,49101
Kalispell,49,Seattle,108,49108
Kansas City,50,Anchorage,3,503
Kansas City,50,Cancun,17,5017
Kansas City,50,Fairbanks,33,5033
Kansas City,50,Great Falls,37,5037
Kansas City,50,Honolulu,42,5042
Kansas City,50,Portland,89,5089
Kansas City,50,Puerto Vallarta,91,5091
Kansas City,50,Redding,94,5094
Kansas City,50,San Francisco,102,50102
Kansas City,50,Santa Rosa,107,50107
Kansas City,50,Seattle,108,50108
Kansas City,50,Tucson,116,50116
Kansas City,50,Vancouver,118,50118
Kelowna,51,Los Angeles,62,5162
Ketchikan,52,Anchorage,3,523
Ketchikan,52,Bozeman,14,5214
Ketchikan,52,Juneau,48,5248
Ketchikan,52,Ontario,81,5281
Ketchikan,52,Portland,89,5289
Ketchikan,52,Redding,94,5294
Ketchikan,52,Reno,96,5296
Ketchikan,52,Sacramento,97,5297
Ketchikan,52,Santa Rosa,107,52107
Ketchikan,52,Seattle,108,52108
Ketchikan,52,Sitka,109,52109
Ketchikan,52,Wrangell,124,52124
King Salmon,53,Anchorage,3,533
King Salmon,53,Bozeman,14,5314
King Salmon,53,Dillingham,27,5327
King Salmon,53,Ontario,81,5381
King Salmon,53,Redding,94,5394
King Salmon,53,Reno,96,5396
King Salmon,53,Sacramento,97,5397
King Salmon,53,Santa Rosa,107,53107
King Salmon,53,Seattle,108,53108
Kodiak,54,Anchorage,3,543
Kodiak,54,Bozeman,14,5414
Kodiak,54,Ontario,81,5481
Kodiak,54,Redding,94,5494
Kodiak,54,Reno,96,5496
Kodiak,54,Sacramento,97,5497
Kodiak,54,San Luis Obispo,104,54104
Kodiak,54,Santa Rosa,107,54107
Kodiak,54,Seattle,108,54108
Kona,55,Anchorage,3,553
Kona,55,Bellingham,9,559
Kona,55,Boise,12,5512
Kona,55,Eugene,31,5531
Kona,55,Los Angeles,62,5562
Kona,55,Medford,65,5565
Kona,55,Oakland,78,5578
Kona,55,Pasco,84,5584
Kona,55,Portland,89,5589
Kona,55,Pullman,92,5592
Kona,55,Redding,94,5594
Kona,55,Redmond,95,5595
Kona,55,Salt Lake City,99,5599
Kona,55,San Diego,101,55101
Kona,55,San Jose,103,55103
Kona,55,Seattle,108,55108
Kona,55,Spokane,110,55110
Kona,55,Wenatchee,122,55122
Kona,55,Yakima,125,55125
Kotzebue,56,Anchorage,3,563
Kotzebue,56,Bozeman,14,5614
Kotzebue,56,Nome,77,5677
Kotzebue,56,Ontario,81,5681
Kotzebue,56,Redding,94,5694
Kotzebue,56,Reno,96,5696
Kotzebue,56,Sacramento,97,5697
Kotzebue,56,Santa Rosa,107,56107
Kotzebue,56,Seattle,108,56108
La Paz,57,Los Angeles,62,5762
Las Vegas,58,Anchorage,3,583
Las Vegas,58,Boise,12,5812
Las Vegas,58,Cabo San Lucas,16,5816
Las Vegas,58,Dallas,24,5824
Las Vegas,58,Everett,32,5832
Las Vegas,58,Fairbanks,33,5833
Las Vegas,58,Los Angeles,62,5862
Las Vegas,58,New York,75,5875
Las Vegas,58,Pasco,84,5884
Las Vegas,58,Portland,89,5889
Las Vegas,58,Puerto Vallarta,91,5891
Las Vegas,58,Redding,94,5894
Las Vegas,58,Redmond,95,5895
Las Vegas,58,San Diego,101,58101
Las Vegas,58,San Francisco,102,58102
Las Vegas,58,San Jose,103,58103
Las Vegas,58,San Luis Obispo,104,58104
Las Vegas,58,Santa Rosa,107,58107
Las Vegas,58,Seattle,108,58108
Las Vegas,58,Spokane,110,58110
Liberia,59,San Francisco,102,59102
Liberia,59,Seattle,108,59108
Lihue,60,Bellingham,9,609
Lihue,60,Boise,12,6012
Lihue,60,Eugene,31,6031
Lihue,60,Los Angeles,62,6062
Lihue,60,Medford,65,6065
Lihue,60,Oakland,78,6078
Lihue,60,Orlando,82,6082
Lihue,60,Pasco,84,6084
Lihue,60,Pittsburgh,88,6088
Lihue,60,Portland,89,6089
Lihue,60,Pullman,92,6092
Lihue,60,Raleigh,93,6093
Lihue,60,Redding,94,6094
Lihue,60,Redmond,95,6095
Lihue,60,Sacramento,97,6097
Lihue,60,Salt Lake City,99,6099
Lihue,60,San Diego,101,60101
Lihue,60,San Francisco,102,60102
Lihue,60,San Jose,103,60103
Lihue,60,Santa Rosa,107,60107
Lihue,60,Seattle,108,60108
Lihue,60,Spokane,110,60110
Lihue,60,Wenatchee,122,60122
Lihue,60,Yakima,125,60125
Loreto,61,San Francisco,102,61102
Los Angeles,62,Anchorage,3,623
Los Angeles,62,Austin,5,625
Los Angeles,62,Baltimore,6,626
Los Angeles,62,Belize City,8,628
Los Angeles,62,Boise,12,6212
Los Angeles,62,Boston,13,6213
Los Angeles,62,Bozeman,14,6214
Los Angeles,62,Cabo San Lucas,16,6216
Los Angeles,62,Cancun,17,6217
Los Angeles,62,Chicago,19,6219
Los Angeles,62,Columbus,22,6222
Los Angeles,62,Dallas,24,6224
Los Angeles,62,Eugene,31,6231
Los Angeles,62,Everett,32,6232
Los Angeles,62,Fairbanks,33,6233
Los Angeles,62,Fort Lauderdale,34,6234
Los Angeles,62,Fort Myers,35,6235
Los Angeles,62,Fresno,36,6236
Los Angeles,62,Guadalajara,38,6238
Los Angeles,62,Guatemala City,39,6239
Los Angeles,62,Honolulu,42,6242
Los Angeles,62,Ixtapa-Zihuatanejo,46,6246
Los Angeles,62,Kalispell,49,6249
Los Angeles,62,Kelowna,51,6251
Los Angeles,62,Kona,55,6255
Los Angeles,62,La Paz,57,6257
Los Angeles,62,Las Vegas,58,6258
Los Angeles,62,Liberia,59,6259
Los Angeles,62,Lihue,60,6260
Los Angeles,62,Loreto,61,6261
Los Angeles,62,Manzanillo,127,62127
Los Angeles,62,Maui,63,6263
Los Angeles,62,Mazatlan,64,6264
Los Angeles,62,Medford,65,6265
Los Angeles,62,Missoula,69,6269
Los Angeles,62,Monterrey,71,6271
Los Angeles,62,Nassau,73,6273
Los Angeles,62,New York,75,6275
Los Angeles,62,Newark,76,6276
Los Angeles,62,Pasco,84,6284
Los Angeles,62,Philadelphia,86,6286
Los Angeles,62,Portland,89,6289
Los Angeles,62,Puerto Vallarta,91,6291
Los Angeles,62,Redmond,95,6295
Los Angeles,62,Reno,96,6296
Los Angeles,62,Salt Lake City,99,6299
Los Angeles,62,San Francisco,102,62102
Los Angeles,62,San Jose,103,62103
Los Angeles,62,San Jose,103,62103
Los Angeles,62,Santa Rosa,107,62107
Los Angeles,62,Seattle,108,62108
Los Angeles,62,Spokane,110,62110
Los Angeles,62,Tampa,113,62113
Los Angeles,62,Washington D.C.,121,62121
Maui,63,Anchorage,3,633
